name,avg,var,count,color,rarity,legendary,x,y,freq
sarkhan's_catharsis,9.585134685733289,9.841355344347281,6014,R,common,0,0.05934014480787687,-0.09784234303576154,18466
shriekdiver,7.046816479400749,7.3792064694412876,3204,B,common,0,0.05043179770572246,0.10352449949770354,9782
silent_submersible,4.244311377245509,7.351090394062176,835,U,rare,0,0.053716658089970906,0.029011863599125613,2600
single_combat,4.394449116904962,7.428093662045057,1189,W,rare,0,-0.053307866580881796,0.017317430954110816,3130
sky_theater_strix,8.365993734772015,8.89720069192037,5746,U,common,0,0.06214994571058979,0.02280524175471888,17283
snarespinner,7.727964743589744,8.053400665423652,4992,G,common,0,-0.10644726648754282,-0.021854207990897014,14884
solar_blaze,2.3636363636363638,4.013223140495867,770,Multi,rare,0,-0.0029790257552484143,-0.07285610184042807,3235
sorin's_thirst,3.041529023124115,1.8774636366045672,2119,B,common,0,0.051691787383342284,0.10794561944415464,7317
sorin_vengeful_bloodlord,2.9213991769547327,4.814809564937594,2430,Multi,rare,1,-0.017574981985631358,0.06605241181526925,7186
soul_diviner,3.924259055982437,9.408094264393839,1822,Multi,rare,0,0.06977595001392559,0.09375341039293665,5309
spark_double,2.132330827067669,2.0636915597263834,1330,U,rare,0,0.04390250536250914,0.027904112645857043,4689
spark_harvest,1.9403938265034593,0.7734561514467204,1879,B,common,0,0.04595198801914094,0.09909649311714343,6967
spark_reaper,8.529991306867574,9.030902897635237,6902,B,common,0,0.043033769154769516,0.08865686168427708,20270
spellgorger_weird,7.417685208281367,9.738859096715604,8018,R,common,0,0.08259342981698593,-0.11422662289494534,22088
spellkeeper_weird,9.418885601577909,8.6780851486487,8112,U,common,0,0.058518680928112826,0.02390240642677245,23679
steady_aim,11.212274660725138,6.069583989378176,4937,G,common,0,-0.07859428812811593,-0.018228073019084266,16442
stealth_mission,10.339935181850919,8.041928167686734,8331,U,common,0,0.04127824744981052,0.024792709153320984,25645
storm_the_citadel,6.798895899053628,9.452459348784444,1268,G,uncommon,0,-0.09587251780633423,-0.03003304771265276,3840
