draft_num	pick_num	human_pick	RandomBot	RaredraftBot	ClassicBot	NNetBot
105	1	Dismissive_Pyromancer	0	1	1	1
105	2	Lava_Axe	0	0	0	0
105	3	Goblin_Instigator	0	0	0	0
105	4	Sift	0	1	0	0
105	5	Uncomfortable_Chill	0	0	0	0
105	6	Totally_Lost	0	0	0	0
105	7	Gearsmith_Prodigy	0	1	0	0
105	8	Gearsmith_Prodigy	1	0	0	0
105	9	Omenspeaker	1	1	0	1
105	10	Supreme_Phantom	0	1	0	1
105	11	Highland_Lake	0	0	0	1
105	12	Uncomfortable_Chill	0	1	0	0
105	13	Highland_Lake	1	0	0	1
105	14	Wall_of_Vines	1	1	1	1
105	15	Plains_3	1	1	1	1
105	16	Tormenting_Voice	0	0	0	0
105	17	Aether_Tunnel	0	0	0	0
105	18	Dwindle	0	0	0	0
105	19	Shock	0	0	0	1
105	20	Volcanic_Dragon	0	1	0	1
105	21	Volcanic_Dragon	0	1	1	1
105	22	Boggart_Brute	0	0	1	1
105	23	Aether_Tunnel	1	1	0	0
105	24	Aether_Tunnel	1	0	0	1
105	25	Gearsmith_Prodigy	0	1	0	0
105	26	Smelt	0	1	0	0
105	27	Sure_Strike	0	0	1	1
105	28	Uncomfortable_Chill	1	1	0	0
105	29	Trumpet_Blast	0	1	1	1
105	30	Mountain_2	1	1	1	1
105	31	Skyrider_Patrol	0	0	0	0
105	32	Surge_Mare	0	0	0	0
105	33	Omenspeaker	0	0	0	0
105	34	Omenspeaker	0	0	0	0
105	35	Psychic_Corrosion	0	1	0	0
105	36	Inspired_Charge	0	0	0	1
105	37	Enigma_Drake	0	1	0	1
105	38	Elvish_Rejuvenator	0	0	0	0
105	39	Titanic_Growth	0	0	1	0
105	40	Elvish_Rejuvenator	0	0	1	0
105	41	Invoke_the_Divine	1	1	0	1
105	42	Tolarian_Scholar	0	1	0	0
105	43	Invoke_the_Divine	0	1	1	1
105	44	Smelt	0	1	1	1
105	45	Swamp_4	1	1	1	1
106	1	Rabid_Bite	0	0	0	0
106	2	Luminous_Bonds	0	0	0	0
106	3	Gallant_Cavalry	0	0	0	1
106	4	Aethershield_Artificer	0	0	0	0
106	5	Essence_Scatter	0	0	0	0
106	6	Take_Vengeance	0	0	0	1
106	7	Essence_Scatter	0	0	0	0
106	8	Anticipate	0	0	0	0
106	9	Trusty_Packbeast	0	0	0	0
106	10	Manalith	0	1	1	1
106	11	Woodland_Stream	0	0	0	0
106	12	Knight_of_the_Tusk	0	1	1	1
106	13	Rustwing_Falcon	0	0	0	0
106	14	Revitalize	1	0	1	0
106	15	Island_1	1	1	1	1
106	16	Leonin_Warleader	0	1	1	1
106	17	Divination	0	0	0	0
106	18	Essence_Scatter	0	0	0	0
106	19	Rhox_Oracle	0	0	0	1
106	20	Aether_Tunnel	0	0	0	0
106	21	Scholar_of_Stars	0	0	0	0
106	22	Aerial_Engineer	0	1	1	0
106	23	Tolarian_Scholar	0	0	0	0
106	24	Cancel	0	0	0	0
106	25	Oreskos_Swiftclaw	1	0	0	0
106	26	Forsaken_Sanctuary	0	1	1	0
106	27	Stone_Quarry	1	0	1	0
106	28	Mighty_Leap	0	1	1	1
106	29	Knight's_Pledge	1	1	1	1
106	30	Island_3	1	1	1	1
106	31	Djinn_of_Wishes	0	1	0	0
106	32	Valiant_Knight	1	1	1	1
106	33	Mentor_of_the_Meek	0	1	1	1
106	34	Angel_of_the_Dawn	0	0	0	1
106	35	Star-Crowned_Stag	0	0	0	1
106	36	Rupture_Spire	1	1	0	0
106	37	Bristling_Boar	0	0	1	1
106	38	Millstone	0	1	0	0
106	39	Trusty_Packbeast	0	0	0	0
106	40	Daybreak_Chaplain	0	1	0	1
106	41	Knight_of_the_Tusk	0	1	0	0
106	42	Trusty_Packbeast	0	0	0	0
106	43	Act_of_Treason	1	1	1	0
106	44	Trumpet_Blast	0	1	1	1
106	45	Plains_4	1	1	1	1
107	1	Exclusion_Mage	0	0	0	0
107	2	Psychic_Symbiont	0	0	1	0
107	3	Psychic_Symbiont	0	1	1	1
107	4	Ghastbark_Twins	0	0	0	0
107	5	Divination	0	0	0	0
107	6	Millstone	0	0	0	0
107	7	Uncomfortable_Chill	1	0	0	0
107	8	Mind_Rot	0	0	1	0
107	9	Child_of_Night	0	0	1	1
107	10	Totally_Lost	1	0	0	0
107	11	Wall_of_Vines	1	1	0	0
107	12	Walking_Corpse	0	1	1	1
107	13	Oakenform	0	1	1	0
107	14	Omniscience	0	1	1	1
107	15	Island_1	1	1	1	1
107	16	Surge_Mare	0	0	0	0
107	17	Strangling_Spores	0	0	0	1
107	18	Lich's_Caress	0	0	0	1
107	19	Macabre_Waltz	0	0	0	1
107	20	Manalith	0	0	0	0
107	21	Diregraf_Ghoul	0	1	0	1
107	22	Chaos_Wand	0	1	0	1
107	23	Snapping_Drake	0	1	0	0
107	24	Salvager_of_Secrets	0	1	0	0
107	25	Anticipate	0	0	1	0
107	26	Two-Headed_Zombie	1	0	1	1
107	27	Thornhide_Wolves	0	1	1	0
107	28	Oakenform	0	1	1	1
107	29	Onakke_Ogre	1	1	0	1
107	30	Swamp_4	1	1	1	1
107	31	Fell_Specter	0	0	0	1
107	32	Vampire_Sovereign	0	0	1	1
107	33	Fountain_of_Renewal	0	1	0	1
107	34	Vaevictis_Asmadi_the_Dire	0	1	1	1
107	35	Scholar_of_Stars	0	0	0	0
107	36	Draconic_Disciple	0	1	0	1
107	37	Vampire_Neonate	0	0	0	0
107	38	Heroic_Reinforcements	0	0	0	0
107	39	Act_of_Treason	0	0	0	0
107	40	Invoke_the_Divine	0	1	1	0
107	41	Walking_Corpse	0	0	0	1
107	42	Root_Snare	0	0	0	0
107	43	Suncleanser	0	1	1	1
107	44	Highland_Game	0	1	1	1
107	45	Duress	1	1	1	1
108	1	Djinn_of_Wishes	0	1	1	1
108	2	Lich's_Caress	0	0	0	0
108	3	Aven_Wind_Mage	0	0	1	1
108	4	Disperse	0	0	0	0
108	5	Snapping_Drake	0	0	1	1
108	6	Aven_Wind_Mage	0	0	1	1
108	7	Snapping_Drake	0	0	0	0
108	8	Supreme_Phantom	0	1	0	1
108	9	Snapping_Drake	0	0	0	0
108	10	Gearsmith_Guardian	0	1	1	1
108	11	Scholar_of_Stars	0	1	1	1
108	12	Rhox_Oracle	0	0	1	1
108	13	Sovereign's_Bite	0	1	0	0
108	14	Gearsmith_Prodigy	1	1	1	1
108	15	Island_1	1	1	1	1
108	16	Horizon_Scholar	0	0	0	1
108	17	Departed_Deckhand	0	0	1	1
108	18	Submerged_Boneyard	0	0	0	0
108	19	Omenspeaker	0	0	1	1
108	20	Anticipate	0	0	0	0
108	21	Essence_Scatter	0	0	1	0
108	22	Hired_Blade	0	0	0	0
108	23	Totally_Lost	0	0	0	0
108	24	Salvager_of_Secrets	0	0	1	0
108	25	Metamorphic_Alteration	0	1	1	1
108	26	Skyrider_Patrol	0	1	1	0
108	27	Rhox_Oracle	0	0	1	1
108	28	Sleep	1	1	1	1
108	29	Uncomfortable_Chill	1	1	1	1
108	30	Island_2	1	1	1	1
108	31	Strangling_Spores	0	0	0	0
108	32	Strangling_Spores	0	0	0	0
108	33	Explosive_Apparatus	0	0	0	1
108	34	Patient_Rebuilding	0	1	1	1
108	35	Disperse	0	0	1	0
108	36	Submerged_Boneyard	0	0	1	1
108	37	Bone_to_Ash	0	1	0	0
108	38	Vampire_Neonate	0	0	0	1
108	39	Walking_Corpse	0	0	0	0
108	40	Enigma_Drake	0	1	1	1
108	41	Catalyst_Elemental	0	0	0	0
108	42	Essence_Scatter	1	0	1	1
108	43	Tolarian_Scholar	0	0	1	1
108	44	Ghostform	0	1	1	1
108	45	Forest_3	1	1	1	1
109	1	Ajani's_Pridemate	0	0	1	1
109	2	Daybreak_Chaplain	0	0	0	1
109	3	Star-Crowned_Stag	0	0	0	1
109	4	Skeleton_Archer	0	0	0	0
109	5	Angel_of_the_Dawn	0	0	0	1
109	6	Leonin_Vanguard	0	0	0	0
109	7	Leonin_Vanguard	0	1	0	1
109	8	Loxodon_Line_Breaker	0	0	0	0
109	9	Heroic_Reinforcements	1	1	0	1
109	10	Hostile_Minotaur	0	1	0	1
109	11	Viashino_Pyromancer	0	0	0	1
109	12	Cinder_Barrens	1	0	0	0
109	13	Ajani's_Welcome	0	1	0	1
109	14	Trumpet_Blast	1	1	0	1
109	15	Smelt	1	1	1	1
109	16	Electrify	0	0	1	1
109	17	Lich's_Caress	0	0	0	0
109	18	Strangling_Spores	0	0	0	0
109	19	Liliana's_Contract	1	1	0	0
109	20	Star-Crowned_Stag	1	0	0	1
109	21	Skymarch_Bloodletter	0	0	0	0
109	22	Cavalry_Drillmaster	0	0	0	1
109	23	Duress	0	0	0	0
109	24	Trusty_Packbeast	0	0	0	0
109	25	Ajani's_Welcome	0	1	0	0
109	26	Sovereign's_Bite	0	0	0	0
109	27	Leonin_Vanguard	0	1	0	1
109	28	Manalith	1	1	1	1
109	29	Infectious_Horror	0	1	1	1
109	30	Forest_2	1	1	1	1
109	31	Spit_Flame	0	1	1	1
109	32	Militia_Bugler	1	0	0	1
109	33	Strangling_Spores	0	0	0	0
109	34	Skeleton_Archer	0	0	0	0
109	35	Dwarven_Priest	0	0	0	1
109	36	Reassembling_Skeleton	0	1	0	0
109	37	Knight's_Pledge	0	0	0	1
109	38	Field_Creeper	0	0	0	0
109	39	Abnormal_Endurance	0	0	0	0
109	40	Cavalry_Drillmaster	0	1	0	1
109	41	Gearsmith_Guardian	0	0	1	0
109	42	Walking_Corpse	0	1	0	0
109	43	Revitalize	0	1	0	1
109	44	Oreskos_Swiftclaw	1	1	1	1
109	45	Plains_1	1	1	1	1
110	1	Lich's_Caress	0	0	0	0
110	2	Vampire_Sovereign	0	0	0	0
110	3	Colossal_Dreadmaw	0	0	0	0
110	4	Strangling_Spores	0	0	0	0
110	5	Reassembling_Skeleton	0	1	0	0
110	6	Epicure_of_Blood	0	0	0	0
110	7	Thornhide_Wolves	0	0	0	0
110	8	Walking_Corpse	0	0	0	0
110	9	Tranquil_Expanse	0	0	0	0
110	10	Trusty_Packbeast	1	1	1	1
110	11	Tranquil_Expanse	0	1	0	0
110	12	Doomed_Dissenter	1	1	0	0
110	13	Forest_4	0	0	0	0
110	14	Meandering_River	0	1	1	0
110	15	Reliquary_Tower	1	1	1	1
110	16	Vampire_Sovereign	0	0	0	0
110	17	Vine_Mare	0	0	1	0
110	18	Rise_from_the_Grave	0	0	0	0
110	19	Rhox_Oracle	0	0	1	0
110	20	Child_of_Night	0	0	0	0
110	21	Walking_Corpse	1	0	0	0
110	22	Skymarch_Bloodletter	0	0	0	0
110	23	Greenwood_Sentinel	0	0	0	0
110	24	Greenwood_Sentinel	0	0	0	0
110	25	Trusty_Packbeast	0	0	0	0
110	26	Titanic_Growth	0	0	1	0
110	27	Walking_Corpse	0	0	0	0
110	28	Infectious_Horror	1	0	0	0
110	29	Wall_of_Vines	0	1	0	0
110	30	Plummet	1	1	1	1
110	31	Skymarch_Bloodletter	0	0	0	0
110	32	Tranquil_Expanse	0	0	0	0
110	33	Colossal_Dreadmaw	0	0	0	0
110	34	Take_Vengeance	0	0	0	0
110	35	Shield_Mare	0	0	0	0
110	36	Skeleton_Archer	0	0	0	0
110	37	Hired_Blade	0	0	0	0
110	38	Loxodon_Line_Breaker	0	0	0	0
110	39	Daggerback_Basilisk	0	0	1	0
110	40	Regal_Bloodlord	1	1	0	0
110	41	Dwarven_Priest	0	1	0	0
110	42	Infectious_Horror	0	0	0	0
110	43	Plummet	1	0	1	0
110	44	Oakenform	1	0	1	0
110	45	Swamp_1	1	1	1	1
111	1	Death_Baron	0	1	1	1
111	2	Supreme_Phantom	0	1	0	0
111	3	Crucible_of_Worlds	0	1	0	0
111	4	Essence_Scatter	0	0	0	0
111	5	Cinder_Barrens	0	0	1	0
111	6	Two-Headed_Zombie	0	0	0	0
111	7	Aven_Wind_Mage	1	0	0	0
111	8	Macabre_Waltz	0	0	1	1
111	9	Forsaken_Sanctuary	0	0	1	0
111	10	Mind_Rot	0	0	1	1
111	11	Walking_Corpse	0	1	1	1
111	12	Goblin_Motivator	0	1	1	0
111	13	Wall_of_Mist	1	1	0	0
111	14	Naturalize	0	1	1	1
111	15	Knight_of_the_Tusk	1	1	1	1
111	16	Sleep	0	0	0	0
111	17	Mind_Rot	0	0	0	0
111	18	Departed_Deckhand	0	0	0	0
111	19	Aviation_Pioneer	0	0	0	0
111	20	Snapping_Drake	0	0	0	0
111	21	Field_Creeper	0	0	0	0
111	22	Skeleton_Archer	0	0	1	1
111	23	Omenspeaker	0	0	0	0
111	24	Skeleton_Archer	0	0	1	1
111	25	Foul_Orchard	0	0	1	0
111	26	Wall_of_Mist	0	0	0	0
111	27	Enigma_Drake	0	0	0	0
111	28	Infectious_Horror	0	1	0	1
111	29	Ghostform	0	1	1	1
111	30	Bone_to_Ash	1	1	1	1
111	31	Sleep	0	0	0	0
111	32	Dragon_Egg	0	0	0	0
111	33	Exclusion_Mage	0	0	0	0
111	34	Divination	0	0	0	0
111	35	Snapping_Drake	0	0	1	0
111	36	Salvager_of_Secrets	1	0	0	0
111	37	Two-Headed_Zombie	0	0	0	0
111	38	Essence_Scatter	0	0	1	0
111	39	Daybreak_Chaplain	0	0	0	1
111	40	Anticipate	0	0	1	0
111	41	Totally_Lost	1	0	0	0
111	42	Inferno_Hellion	0	1	0	0
111	43	Ghostform	0	1	1	0
111	44	Satyr_Enchanter	0	1	0	1
111	45	Snapping_Drake	1	1	1	1
112	1	Dark-Dweller_Oracle	0	1	0	0
112	2	Nightmare's_Thirst	0	0	0	1
112	3	Rise_from_the_Grave	0	0	0	0
112	4	Lightning_Mare	0	1	0	0
112	5	Sparktongue_Dragon	0	1	0	0
112	6	Catalyst_Elemental	0	0	0	0
112	7	Viashino_Pyromancer	0	0	0	0
112	8	Catalyst_Elemental	0	0	0	0
112	9	Infernal_Scarring	0	0	0	0
112	10	Tormenting_Voice	0	1	0	0
112	11	Stone_Quarry	0	0	0	0
112	12	Gearsmith_Guardian	1	1	0	1
112	13	Infectious_Horror	0	1	1	1
112	14	Isolate	1	1	0	0
112	15	Island_3	1	1	1	1
112	16	Lich's_Caress	0	0	0	1
112	17	Walking_Corpse	0	0	0	0
112	18	Goblin_Instigator	0	0	0	0
112	19	Sparktongue_Dragon	0	0	0	0
112	20	Child_of_Night	0	0	0	0
112	21	Cinder_Barrens	0	0	0	0
112	22	Cinder_Barrens	0	0	0	0
112	23	Timber_Gorge	0	0	0	0
112	24	Hired_Blade	1	0	0	0
112	25	Disperse	0	0	1	1
112	26	Goblin_Motivator	0	1	0	0
112	27	Wall_of_Mist	0	0	0	1
112	28	Detection_Tower	1	1	0	1
112	29	Crash_Through	0	0	1	0
112	30	Crash_Through	1	1	1	1
112	31	Guttersnipe	0	0	0	0
112	32	Electrify	0	0	0	0
112	33	Strangling_Spores	0	0	0	1
112	34	Lathliss_Dragon_Queen	1	1	1	1
112	35	Dragon's_Hoard	0	1	0	0
112	36	Vampire_Neonate	0	0	1	1
112	37	Viashino_Pyromancer	0	1	0	0
112	38	Brawl-Bash_Ogre	0	0	0	0
112	39	Fire_Elemental	1	0	1	0
112	40	Mind_Rot	0	0	0	0
112	41	Sovereign's_Bite	0	1	0	0
112	42	Catalyst_Elemental	0	1	1	0
112	43	Smelt	0	1	0	0
112	44	Root_Snare	1	1	1	1
112	45	Mountain_3	1	1	1	1
113	1	Pegasus_Courser	0	0	0	0
113	2	Lich's_Caress	0	0	1	0
113	3	Take_Vengeance	0	0	0	0
113	4	Psychic_Symbiont	0	0	0	0
113	5	Cancel	0	0	0	0
113	6	Child_of_Night	0	0	0	0
113	7	Anticipate	0	0	0	0
113	8	Walking_Corpse	0	0	0	0
113	9	Mind_Rot	1	0	0	0
113	10	Anticipate	0	0	0	0
113	11	Sovereign's_Bite	0	0	1	0
113	12	Highland_Game	1	0	1	1
113	13	Brawl-Bash_Ogre	0	1	0	1
113	14	Bogstomper	0	0	1	0
113	15	Smelt	1	1	1	1
113	16	Child_of_Night	0	0	0	0
113	17	Vampire_Sovereign	1	0	1	0
113	18	Cancel	0	0	0	0
113	19	Snapping_Drake	0	0	0	0
113	20	Wall_of_Mist	0	0	0	0
113	21	Psychic_Symbiont	0	1	0	0
113	22	Vampire_Neonate	0	0	1	0
113	23	Doomed_Dissenter	0	0	1	0
113	24	Epicure_of_Blood	1	0	1	0
113	25	Child_of_Night	0	0	0	0
113	26	Skeleton_Archer	0	0	0	0
113	27	Goblin_Motivator	0	1	0	0
113	28	Doomed_Dissenter	0	0	0	0
113	29	Greenwood_Sentinel	1	1	1	1
113	30	Goblin_Motivator	1	1	1	1
113	31	Disperse	0	0	0	0
113	32	Lich's_Caress	0	0	0	0
113	33	Vampire_Sovereign	0	1	1	0
113	34	Lich's_Caress	0	0	0	0
113	35	Wall_of_Mist	0	0	0	0
113	36	Mind_Rot	0	0	1	0
113	37	Hired_Blade	0	0	0	0
113	38	Hired_Blade	0	0	0	0
113	39	Hired_Blade	0	0	0	0
113	40	Wall_of_Mist	0	0	0	0
113	41	Skeleton_Archer	1	0	1	0
113	42	Sovereign's_Bite	0	0	0	0
113	43	Walking_Corpse	1	1	0	0
113	44	Walking_Corpse	1	1	1	1
113	45	Island_4	1	1	1	1
114	1	Murder	0	0	1	0
114	2	Exclusion_Mage	0	1	1	1
114	3	Meteor_Golem	0	0	0	1
114	4	Bone_to_Ash	0	0	0	0
114	5	Salvager_of_Secrets	0	0	1	1
114	6	Supreme_Phantom	0	1	0	0
114	7	Scholar_of_Stars	0	0	1	1
114	8	Millstone	0	1	0	0
114	9	Doomed_Dissenter	0	0	0	0
114	10	Gearsmith_Guardian	0	0	0	0
114	11	Infernal_Scarring	0	0	0	0
114	12	Divination	0	1	1	1
114	13	Infectious_Horror	0	0	0	0
114	14	Cancel	1	1	0	1
114	15	Swamp_2	1	1	1	1
114	16	Lich's_Caress	0	0	0	0
114	17	Lich's_Caress	0	0	1	0
114	18	Arcane_Encyclopedia	0	1	1	0
114	19	Rise_from_the_Grave	0	1	0	0
114	20	Gearsmith_Prodigy	0	0	0	0
114	21	Gearsmith_Guardian	0	0	0	0
114	22	Gearsmith_Guardian	0	0	0	0
114	23	Two-Headed_Zombie	0	0	1	0
114	24	Gearsmith_Prodigy	0	0	0	1
114	25	Mind_Rot	0	0	0	0
114	26	Mind_Rot	1	0	1	0
114	27	Infectious_Horror	0	1	0	0
114	28	Fraying_Omnipotence	0	1	0	0
114	29	Wall_of_Vines	0	1	1	1
114	30	Rhox_Oracle	1	1	1	1
114	31	Transmogrifying_Wand	0	1	0	0
114	32	Manalith	0	0	0	0
114	33	Disperse	0	0	0	0
114	34	Departed_Deckhand	0	1	1	1
114	35	Scholar_of_Stars	0	0	0	1
114	36	Aven_Wind_Mage	0	0	1	1
114	37	Detection_Tower	0	1	0	0
114	38	Titanic_Growth	0	0	0	0
114	39	Fountain_of_Renewal	0	1	1	1
114	40	Gearsmith_Prodigy	0	0	1	1
114	41	Anticipate	0	1	0	0
114	42	Uncomfortable_Chill	0	1	1	1
114	43	Frilled_Sea_Serpent	1	1	1	1
114	44	Knight's_Pledge	1	1	1	1
114	45	Tolarian_Scholar	1	1	1	1
115	1	Arcane_Encyclopedia	0	0	0	0
115	2	Meteor_Golem	0	0	0	1
115	3	Mirror_Image	0	0	0	0
115	4	Cancel	0	0	0	0
115	5	Horizon_Scholar	0	0	0	1
115	6	Ghostform	0	0	0	0
115	7	Cancel	0	0	0	0
115	8	Cancel	0	0	0	0
115	9	Invoke_the_Divine	0	0	0	0
115	10	Field_Creeper	0	0	0	0
115	11	Greenwood_Sentinel	0	0	1	0
115	12	Knight's_Pledge	1	1	0	0
115	13	Invoke_the_Divine	0	1	0	0
115	14	Wall_of_Vines	0	1	0	1
115	15	Swamp_2	1	1	1	1
115	16	Luminous_Bonds	0	0	0	0
115	17	Cancel	0	0	0	0
115	18	Scholar_of_Stars	0	0	0	0
115	19	Gearsmith_Prodigy	0	0	0	0
115	20	Divination	0	0	0	0
115	21	Manalith	0	0	0	0
115	22	Essence_Scatter	0	0	0	1
115	23	Omenspeaker	0	0	0	1
115	24	Scholar_of_Stars	0	0	0	1
115	25	Enigma_Drake	0	1	0	0
115	26	Millstone	0	0	0	1
115	27	Amulet_of_Safekeeping	0	1	0	1
115	28	Mistcaller	1	1	0	0
115	29	Daggerback_Basilisk	0	1	1	0
115	30	Viashino_Pyromancer	1	1	1	1
115	31	Gargoyle_Sentinel	0	0	1	0
115	32	Aven_Wind_Mage	0	0	0	0
115	33	Gearsmith_Prodigy	0	0	0	0
115	34	Uncomfortable_Chill	0	0	0	0
115	35	Gearsmith_Guardian	0	0	0	1
115	36	Essence_Scatter	0	0	0	1
115	37	Supreme_Phantom	0	1	0	1
115	38	Leonin_Vanguard	0	1	0	0
115	39	Wall_of_Mist	1	0	0	1
115	40	Manalith	0	0	0	1
115	41	Naturalize	0	0	0	0
115	42	Millstone	0	1	0	1
115	43	Revitalize	0	1	0	0
115	44	Titanic_Growth	1	1	1	1
115	45	Swamp_2	1	1	1	1
116	1	Mentor_of_the_Meek	0	1	1	1
116	2	Inspired_Charge	0	0	0	0
116	3	Dwarven_Priest	0	0	1	1
116	4	Gallant_Cavalry	0	0	1	1
116	5	Aviation_Pioneer	0	0	0	0
116	6	Oreskos_Swiftclaw	0	1	0	1
116	7	Snapping_Drake	0	0	0	0
116	8	Aven_Wind_Mage	0	1	0	0
116	9	Snapping_Drake	0	0	0	0
116	10	Disperse	0	1	0	0
116	11	Aether_Tunnel	0	0	0	0
116	12	Snapping_Drake	1	1	0	1
116	13	Inspired_Charge	0	1	1	1
116	14	Sovereign's_Bite	0	1	0	1
116	15	Plains_1	1	1	1	1
116	16	Cavalry_Drillmaster	0	0	1	0
116	17	Dwindle	0	0	0	0
116	18	Dwindle	0	0	0	0
116	19	Diamond_Mare	0	0	1	0
116	20	Ghostform	0	0	0	0
116	21	Oreskos_Swiftclaw	0	0	0	1
116	22	Gearsmith_Guardian	0	0	0	0
116	23	Divination	0	0	0	0
116	24	Omenspeaker	1	0	0	0
116	25	Disperse	0	1	0	1
116	26	Frilled_Sea_Serpent	0	0	0	0
116	27	Totally_Lost	0	0	1	0
116	28	Ajani's_Welcome	1	1	0	1
116	29	Cancel	1	1	1	1
116	30	Naturalize	1	1	1	1
116	31	Star-Crowned_Stag	0	0	0	1
116	32	Sleep	1	1	0	0
116	33	Dwindle	0	0	1	0
116	34	Aven_Wind_Mage	0	0	0	0
116	35	Skyscanner	0	0	1	0
116	36	Chaos_Wand	0	1	0	1
116	37	Aviation_Pioneer	0	0	0	0
116	38	Supreme_Phantom	0	1	0	0
116	39	Salvager_of_Secrets	0	0	0	0
116	40	Naturalize	0	1	0	0
116	41	Amulet_of_Safekeeping	0	1	1	0
116	42	Frilled_Sea_Serpent	0	1	1	0
116	43	Knight's_Pledge	1	0	1	1
116	44	Skyrider_Patrol	1	1	1	1
116	45	Tolarian_Scholar	1	1	1	1
117	1	Regal_Bloodlord	1	0	0	0
117	2	Regal_Bloodlord	1	0	1	1
117	3	Child_of_Night	0	0	0	1
117	4	Child_of_Night	0	0	0	1
117	5	Child_of_Night	0	0	0	1
117	6	Inspired_Charge	0	0	0	0
117	7	Explosive_Apparatus	0	1	0	0
117	8	Submerged_Boneyard	0	0	0	0
117	9	Trusty_Packbeast	0	0	0	1
117	10	Rhox_Oracle	0	0	1	0
117	11	Rustwing_Falcon	0	1	0	1
117	12	Satyr_Enchanter	0	1	1	1
117	13	Wall_of_Vines	0	1	0	0
117	14	Thornhide_Wolves	0	1	1	1
117	15	Plains_3	1	1	1	1
117	16	Vampire_Sovereign	0	0	1	1
117	17	Regal_Bloodlord	0	0	0	1
117	18	Doomed_Dissenter	0	0	0	1
117	19	Dwarven_Priest	0	0	1	1
117	20	Make_a_Stand	0	1	0	1
117	21	Skyscanner	0	0	1	1
117	22	Trusty_Packbeast	0	0	0	1
117	23	Skeleton_Archer	0	0	0	1
117	24	Dwarven_Priest	0	1	1	1
117	25	Ajani's_Welcome	0	0	0	1
117	26	Satyr_Enchanter	0	1	1	1
117	27	Highland_Game	0	1	1	1
117	28	Titanic_Growth	0	1	1	1
117	29	Ghirapur_Guide	0	1	1	1
117	30	Swamp_3	1	1	1	1
117	31	Murder	0	0	1	1
117	32	Militia_Bugler	0	0	1	1
117	33	Gallant_Cavalry	0	0	0	0
117	34	Stitcher's_Supplier	0	0	0	0
117	35	Angel_of_the_Dawn	0	0	0	1
117	36	Daybreak_Chaplain	0	0	0	0
117	37	Walking_Corpse	0	0	0	0
117	38	Invoke_the_Divine	0	0	0	1
117	39	Daybreak_Chaplain	0	0	0	0
117	40	Knight's_Pledge	0	0	0	0
117	41	Mind_Rot	0	0	1	1
117	42	Titanic_Growth	0	1	0	0
117	43	Greenwood_Sentinel	0	1	0	0
117	44	Greenwood_Sentinel	0	1	1	1
117	45	Swamp_3	1	1	1	1
118	1	Phylactery_Lich	0	1	0	0
118	2	Ajani's_Pridemate	0	1	1	1
118	3	Transmogrifying_Wand	0	1	1	1
118	4	Marauder's_Axe	0	0	0	0
118	5	Aethershield_Artificer	0	1	0	0
118	6	Pegasus_Courser	0	0	0	1
118	7	Inspired_Charge	0	1	0	1
118	8	Loxodon_Line_Breaker	1	0	0	1
118	9	Trusty_Packbeast	0	0	0	1
118	10	Trusty_Packbeast	0	1	0	1
118	11	Leonin_Vanguard	1	1	1	1
118	12	Blanchwood_Armor	0	1	0	0
118	13	Forsaken_Sanctuary	0	0	0	0
118	14	Plummet	0	1	1	1
118	15	Cinder_Barrens	1	1	1	1
118	16	Vampire_Sovereign	0	0	1	1
118	17	Rise_from_the_Grave	0	1	0	0
118	18	Blood_Divination	1	0	0	0
118	19	Abnormal_Endurance	0	0	1	0
118	20	Mind_Rot	0	0	0	0
118	21	Forsaken_Sanctuary	0	0	1	1
118	22	Mirror_Image	1	1	0	0
118	23	Marauder's_Axe	0	0	1	0
118	24	Desecrated_Tomb	0	1	0	0
118	25	Walking_Corpse	0	0	1	1
118	26	Titanic_Growth	0	1	0	0
118	27	Naturalize	0	1	0	1
118	28	Scholar_of_Stars	1	1	0	1
118	29	Infectious_Horror	0	1	1	0
118	30	Forest_1	1	1	1	1
118	31	Runic_Armasaur	0	1	1	0
118	32	Dragon's_Hoard	0	1	0	0
118	33	Magistrate's_Scepter	1	1	0	0
118	34	Departed_Deckhand	0	0	0	0
118	35	Lightning_Strike	0	1	1	1
118	36	Abnormal_Endurance	0	0	0	0
118	37	Infectious_Horror	0	0	0	0
118	38	Invoke_the_Divine	0	0	0	1
118	39	Satyr_Enchanter	0	1	0	1
118	40	Skyrider_Patrol	0	1	0	0
118	41	Smelt	0	0	0	0
118	42	Daggerback_Basilisk	1	1	1	0
118	43	Crash_Through	0	1	1	1
118	44	Talons_of_Wildwood	0	1	0	0
118	45	Tectonic_Rift	1	1	1	1
119	1	Leonin_Warleader	0	1	1	1
119	2	Electrify	0	0	0	0
119	3	Dwarven_Priest	0	0	0	0
119	4	Gallant_Cavalry	0	0	1	1
119	5	Crash_Through	0	0	0	0
119	6	Revitalize	1	0	0	0
119	7	Make_a_Stand	0	0	1	0
119	8	Timber_Gorge	0	0	0	0
119	9	Cinder_Barrens	0	0	0	0
119	10	Trumpet_Blast	0	0	0	0
119	11	Submerged_Boneyard	0	0	0	1
119	12	Forest_3	0	1	0	0
119	13	Swamp_4	0	0	0	0
119	14	Naturalize	0	0	1	0
119	15	Swamp_2	1	1	1	1
119	16	Militia_Bugler	0	0	0	1
119	17	Mentor_of_the_Meek	0	1	1	1
119	18	Volcanic_Dragon	0	0	0	0
119	19	Cavalry_Drillmaster	0	0	0	0
