name,avg,var,count,color,rarity,legendary,x,y,freq
angel_of_grace,1.0,0.0,454,W,mythic,0,0.45404712354807625,-0.1419936653870193,1427
angelic_exaltation,4.718297101449275,6.952346375498845,1104,W,uncommon,0,0.47067754972897363,-0.28084811494952305,3320
archway_angel,4.025842696629214,5.045399570761268,890,W,uncommon,0,0.5123185843678902,-0.17002531975620497,2966
arrester's_zeal,7.910549343704424,9.331813845037246,2057,W,common,0,0.5152072277860137,-0.2279356338788207,7656
bring_to_trial,7.1768585131894485,9.480711473986279,3336,W,common,0,0.48354016556567303,-0.21504094302929327,11040
civic_stalwart,6.349789283564118,8.660910551625074,1661,W,common,0,0.4922818753774675,-0.31759965370195986,5844
concordia_pegasus,8.51336302895323,9.281447264646506,4490,W,common,0,0.5377420717213558,-0.1261335085873375,15537
expose_to_daylight,11.306899781454886,6.014772873815126,3203,W,common,0,0.31238176419104424,-0.18437810994892373,14132
forbidding_spirit,2.8588754134509373,3.234769628359118,907,W,uncommon,0,0.5220933851539925,-0.2718421300839803,3513
haazda_officer,7.889242183359831,9.233625657828407,1887,W,common,0,0.4565389983724876,-0.3345680915903031,6894
hero_of_precinct_one,2.2754901960784313,2.8721443675509417,1020,W,rare,0,0.41580511929774444,-0.31159679159570747,2979
impassioned_orator,6.081409987410827,7.798659866740369,2383,W,common,0,0.47947077636994634,-0.3471338183124706,8255
justiciar's_portal,9.808137715179969,9.225473683694936,3195,W,common,0,0.42872043823084094,-0.18713041177018377,12005
knight_of_sorrows,9.666391412056152,9.286998731464921,3633,W,common,0,0.3795504897336433,-0.34076004533753323,13185
lumbering_battlement,1.0159817351598173,0.01572631930109881,438,W,rare,0,0.48332748918927887,-0.23813742422327025,1492
ministrant_of_obligation,2.6655922643029815,2.530395479198821,1241,W,uncommon,0,0.4349548199119622,-0.38498988528344086,4235
prowling_caracal,10.836209813874788,6.978248917061048,2955,W,common,0,0.35860699032469195,-0.23941028717098747,12198
rally_to_battle,8.751732829237556,11.032251250610962,1587,W,uncommon,0,0.38967070365483913,-0.1995030071598113,5501
resolute_watchdog,9.036348616274267,11.420405337367974,2421,W,uncommon,0,0.4024748380240225,-0.1430219414886214,8280
sentinel's_mark,4.153214774281806,5.369138092038902,731,W,uncommon,0,0.5345225139476383,-0.18959701112338925,2436
sky_tether,4.737528779739064,6.325583148634505,1303,W,uncommon,0,0.5481871333586492,-0.13951505224365657,4182
smothering_tithe,7.53250773993808,16.482689376875076,1292,W,rare,0,0.24880377759811304,-0.1327095489388425,4139
spirit_of_the_spires,3.758515815085158,4.594361787462779,1644,W,uncommon,0,0.5562639294581065,-0.17951629138930406,4917
summary_judgment,2.2006344171292627,1.486312047951068,1261,W,common,0,0.5497053417711667,-0.2283151657025854,5681
syndicate_messenger,6.731295425395468,8.87072217822191,4678,W,common,0,0.4715435731889392,-0.3246959427089697,14885
tenth_district_veteran,7.580799304952215,9.604027510546867,2302,W,common,0,0.49820115496513845,-0.2806845657469269,7939
tithe_taker,2.4005449591280654,3.092969730267505,734,W,rare,0,0.42522373251654255,-0.30508281744380555,2454
twilight_panther,10.435999309034376,9.74944511038128,5789,W,common,0,0.29759125845139617,-0.36309620189642056,20761
unbreakable_formation,2.857421875,4.112483978271484,1024,W,rare,0,0.4996101461778888,-0.1384600813718224,3023
watchful_giant,11.034211240836274,6.94859880088369,3683,W,common,0,0.354225470167279,-0.16393493457409042,15518
arrester's_admonition,2.932900432900433,2.6946318472292496,924,U,common,0,0.4234664730817622,0.41943425171616033,4692
benthic_biomancer,4.590314136125654,8.062523985088127,1528,U,rare,0,0.20028179545849745,0.47145245426236637,4261
chillbringer,6.531112653250058,9.421828671787617,4323,U,common,0,0.37395636557999334,0.4328080101511801,13911
clear_the_mind,11.782007896221094,5.822473802532122,3546,U,common,0,0.19359332382388042,0.2522147514376699,15619
code_of_constraint,4.16578947368421,5.533040166204986,760,U,uncommon,0,0.42696684610058916,0.37700330341315713,2758
coral_commando,10.505560704355885,7.303722554007289,2158,U,common,0,0.22609017129902323,0.40219332094941146,9253
essence_capture,2.3754045307443366,1.6487154512416085,618,U,uncommon,0,0.3281094720880465,0.48098163482299866,2528
eyes_everywhere,3.469551282051282,4.406124157626562,624,U,uncommon,0,0.3477785918284361,0.41556280244997784,2334
faerie_duelist,6.938863452733639,8.785650957115685,3713,U,common,0,0.4453792131813557,0.36185677614145456,12770
gateway_sneak,4.626831148804935,7.1190333662464065,1297,U,uncommon,0,0.37125103189053155,0.36515073557748745,3836
humongulus,7.76657196969697,9.351287869820364,2112,U,common,0,0.3602479707775724,0.4005786365865586,7840
mass_manipulation,1.0083507306889352,0.008280995985896161,479,U,rare,0,0.3597995361468824,0.4471852734418333,1493
mesmerizing_benthid,1.0048076923076923,0.004784578402366862,416,U,mythic,0,0.29237252509542855,0.37951727294540033,1227
persistent_petitioners,9.365595535886088,13.925989702100527,5197,U,common,0,0.33344650518452273,0.25988447248729923,19115
precognitive_perception,1.0182555780933062,0.02197910709363133,493,U,rare,0,0.4193059726173769,0.3607690954713755,1764
prying_eyes,10.851934523809524,7.680705583014455,4032,U,common,0,0.2375101310924966,0.2984688693425857,16861
pteramander,6.2441176470588236,9.8440830449827,2720,U,uncommon,0,0.24243845361453795,0.46407253801875037,8501
quench,5.943224829674489,8.27686742030703,2642,U,common,0,0.38845985282526535,0.4388072688086211,9183
sage's_row_savant,8.379162410623085,10.000873251457316,4895,U,common,0,0.3130187646123078,0.4432848568833385,16603
