name,avg,var,count,color,rarity,legendary,x,y,freq
karn's_temporal_sundering,1.3354166666666667,0.34791232638888897,480,U,rare,1,-0.2900760060925871,-0.5399646243912156,1980
merfolk_trickster,5.787531806615776,7.887427241354751,2358,U,uncommon,0,-0.0882105060264765,-0.6315845105754798,7329
the_mirari_conjecture,5.891808346213292,12.547799975633586,1294,U,rare,0,-0.02480306371273823,-0.5490549226335666,3526
naban_dean_of_iteration,2.1635220125786163,2.1960817553555185,1113,U,rare,1,-0.003290696875751462,-0.6434091408612302,3229
naru_meha_master_wizard,1.0,0.0,459,U,mythic,1,-0.0254283015074231,-0.6461969763797927,1332
opt,10.063375350140056,9.72275760794514,8568,U,common,0,-0.13066069703584834,-0.4891655460516934,25060
precognition_field,4.012727272727273,7.718019834710743,550,U,rare,0,-0.060277127961463936,-0.5946456557690685,1629
relic_runner,9.60996272450017,9.462916670925006,5902,U,common,0,-0.3973228447110996,-0.48855748009594585,17031
rescue,9.890458146744747,8.577735339533183,2903,U,common,0,-0.10165500275915755,-0.5712387294638583,8971
sage_of_lat-nam,11.162212554381604,10.24031232026501,3218,U,uncommon,0,-0.2399984351789069,-0.3288512209276768,9674
sentinel_of_the_pearl_trident,5.593890386343216,7.499046230572447,1113,U,uncommon,0,-0.3137658138091114,-0.5320279308546335,3524
slinn_voda_the_rising_deep,7.492141110723018,10.65231336884082,2863,U,uncommon,1,-0.26991764344697344,-0.41778943006185215,9228
syncopate,8.444479346631066,9.52852574980903,6367,U,common,0,-0.14433786811750285,-0.5923170141482598,18435
tempest_djinn,2.914914914914915,4.87864641418195,999,U,rare,0,-0.2063405162345169,-0.6047516382140866,2889
tetsuko_umezawa_fugitive,5.831878435176204,8.91515576666396,3093,U,uncommon,1,-0.34975934261385233,-0.5092797176951521,8242
time_of_ice,7.086627417998318,10.955489803150693,4756,U,uncommon,0,-0.3254040487451637,-0.4536138098697689,12675
tolarian_scholar,11.666006701187937,6.649185607021801,6566,U,common,0,0.023650759689483884,-0.49566685975850366,20268
unwind,11.614435412790128,7.845757733831626,10211,U,common,0,-0.06647381719516268,-0.37296952752484686,31017
vodalian_arcanist,9.278867803152139,10.697723259783562,6218,U,common,0,0.04115804953668276,-0.6213116166383322,17542
weight_of_memory,6.315748642358417,9.154763617191717,1289,U,uncommon,0,-0.17310935583447334,-0.5597249180462749,4425
wizard's_retort,6.937004754358162,10.319724150532071,2524,U,uncommon,0,0.009967900037091339,-0.6030022970835577,7843
zahid_djinn_of_the_lamp,1.0,0.0,975,U,rare,1,-0.3347573860495406,-0.555273745889914,3008
blessing_of_belzenlok,8.37061403508772,9.033384585366925,3192,B,common,0,-0.16253329904003833,0.5808042788748367,9090
cabal_evangel,11.097808736032507,7.317962111727485,6891,B,common,0,-0.09811682890694245,0.43107027922945007,20833
cabal_paladin,8.298337576756028,10.545411344481353,6677,B,common,0,-0.30151907070752737,0.5113881620541106,18513
caligo_skin-witch,9.093389088012744,9.498845184731586,5022,B,common,0,0.03995837008923301,0.5652779640328008,14486
cast_down,1.4459724950884087,0.33745430965605344,1018,B,uncommon,0,-0.1715639638459171,0.6080591075738443,3566
chainer's_torment,5.189844464775846,6.92416036007229,2186,B,uncommon,0,-0.201510924513131,0.48798357187348873,5635
dark_bargain,6.723579718998168,8.190849006015071,3274,B,common,0,-0.03524263585294754,0.6100761640029096,8747
deathbloom_thallid,4.172835195530726,3.4243877717221682,2864,B,common,0,0.09464470332447157,0.6304258013685785,8690
demonic_vigor,9.856991204124961,9.563867562252023,6594,B,common,0,-0.15060451614367493,0.455672479268525,18910
demonlord_belzenlok,1.0,0.0,477,B,mythic,1,0.08502046577341416,0.48340798198895185,1401
divest,9.132079597638311,10.567728826377971,4573,B,common,0,-0.06107632575251305,0.49299974042354194,12963
dread_shade,2.4120126448893573,2.419286676341688,949,B,rare,0,-0.0916990086087366,0.5513832342530497,2227
drudge_sentinel,8.50017047391749,8.983037816148327,2933,B,common,0,-0.08541522796167414,0.6022727231329463,8560
the_eldest_reborn,1.4440298507462686,0.3339320190094304,804,B,uncommon,0,-0.14689171110698165,0.516638199920152,2892
eviscerate,1.6850362027353178,0.6083601555678817,2486,B,common,0,-0.11732329927110195,0.629415893968799,8571
feral_abomination,9.343443354148082,9.108184039833175,4484,B,common,0,0.024118912831794362,0.5261950394173884,13054
final_parting,9.821952091526637,11.677272842896054,2797,B,uncommon,0,0.05668080218803278,0.40709984536566707,8306
fungal_infection,4.809283233343859,4.737861406043477,3167,B,common,0,0.11928826513037784,0.6189065216240541,9113
josu_vess_lich_knight,1.0,0.0,1054,B,rare,1,-0.2601305034992006,0.5715373419391556,2809
kazarov_sengir_pureblood,2.042181069958848,1.7441055309996785,972,B,rare,1,0.04862954908785349,0.3583849950229923,3729
knight_of_malice,2.0676156583629894,1.004918039707366,843,B,uncommon,0,-0.29416672978302916,0.5517060757754996,3028
lich's_mastery,8.6313202247191,18.772080841276352,1424,B,rare,1,-0.12674180055997725,0.34346847903706546,4174
lingering_phantom,3.7539118065433854,2.993494655095314,703,B,uncommon,0,-0.1997063526533434,0.5247463355935179,2164
phyrexian_scriptures,1.0546875,0.056905110677083336,384,B,mythic,0,-0.23173286153561323,0.42444633790416797,1047
rat_colony,10.498854910413579,10.285833257003707,7423,B,common,0,-0.0046410467935756655,0.4426806275526518,21602
rite_of_belzenlok,1.3076923076923077,0.317517025789885,689,B,rare,0,0.05966698693277436,0.6015339560507978,2079
settle_the_score,1.5499438832772165,0.4248344525187023,891,B,uncommon,0,-0.1286038020209396,0.6015873591861486,2803
soul_salvage,7.172595520421607,8.153346491205228,2277,B,common,0,0.015382015936864233,0.6286689403764467,6973
stronghold_confessor,8.793592436974789,10.050358102799944,5712,B,common,0,-0.009788759455314978,0.5742875294756559,16542
thallid_omnivore,7.382451021258857,9.338724963732803,4798,B,common,0,0.1937984507850809,0.5975824209109217,13351
thallid_soothsayer,4.565483476132191,5.384022807866496,1634,B,uncommon,0,0.15626164371450918,0.5994115915147712,4072
torgaar_famine_incarnate,1.0,0.0,722,B,rare,1,0.1286264513726499,0.5483201942068575,2162
urgoros_the_empty_one,2.4735500318674313,1.4755591627294442,1569,B,uncommon,1,-0.2214635823001541,0.5793857728709645,5225
vicious_offering,1.9025446670276123,0.7788078181185545,1847,B,common,0,-0.058824395932930526,0.6394824625979164,7231
whisper_blood_liturgist,5.772613414973559,8.131707531320178,3593,B,uncommon,1,0.0730181039197249,0.5619318204121304,9283
windgrace_acolyte,6.211139240506329,6.990863259093095,1975,B,common,0,-0.01572835027899333,0.6259184208035747,5864
yargle_glutton_of_urborg,4.645261293179805,5.281157792664758,2258,B,uncommon,1,-0.20540586903607277,0.553912097579985,6106
yawgmoth's_vile_offering,1.0,0.0,582,B,rare,1,-0.24218679875967816,0.4976480771798293,1563
bloodstone_goblin,8.634991843393149,11.265219290308673,4904,R,common,0,0.5545654608509039,-0.25524074217796877,13734
champion_of_the_flame,4.542553191489362,6.583608499986686,1598,R,uncommon,0,0.35098594033687885,-0.4017233750771633,3778
fervent_strike,8.698760330578512,9.641899289666007,2420,R,common,0,0.44252218018140743,-0.4149306915534996,7321
fiery_intervention,3.050761421319797,1.8108750547553405,1576,R,common,0,0.4321099899484854,-0.4484826325234694,5617
fight_with_fire,1.2792792792792793,0.21415237631453843,777,R,uncommon,0,0.42117213465449915,-0.4677998559921739,2394
fire_elemental,10.86391365556077,8.179040337922395,4262,R,common,0,0.5149708338963102,-0.1969789252692429,13503
firefist_adept,4.55584082156611,6.429166783391366,1558,R,uncommon,0,0.276982713873756,-0.5709225298152337,3885
the_first_eruption,2.954724409448819,3.3699973649947297,508,R,rare,0,0.36877647854086637,-0.3285668740075802,1401
the_flame_of_keld,2.7006960556844546,1.504384666318549,431,R,uncommon,0,0.39958906540305045,-0.4127768232352732,1539
frenzied_rage,10.82121352477999,9.867757489840242,8636,R,common,0,0.3386080293692405,-0.2270495384348959,24808
ghitu_chronicler,7.559542498318009,9.511760813343031,4459,R,common,0,0.35434242578299646,-0.5104464947090994,12614
ghitu_journeymage,5.82182052937379,7.061860856105337,3098,R,common,0,0.3268402643206347,-0.5450663350450172,9081
ghitu_lavarunner,10.357438845074189,11.295576597817355,7481,R,common,0,0.26236800320944603,-0.4979570314123049,22003
goblin_barrage,2.018484288354898,0.931266464170889,541,R,uncommon,0,0.47577684702859585,-0.39610556327695257,1832
