"name","avg","var","count","color","rarity","legendary","x","y","freq"
"angel_of_grace",1,0,902,"W","mythic",0,-0.0809498180321252,-0.310567283264462,2730
"angelic_exaltation",4.70459003530796,6.96451796649152,2549,"W","uncommon",0,-0.135581371314898,-0.397180223420801,7394
"archway_angel",3.98490776970374,5.08920766337731,1789,"W","uncommon",0,-0.0840328773320441,-0.402407381958872,5890
"arrester's_zeal",8.01924414560631,9.24122484023062,4313,"W","common",0,-0.128132825839777,-0.394349442588533,15778
"bring_to_trial",7.3948836576405,10.0639607600391,7349,"W","common",0,-0.105572283270387,-0.385217619433078,23988
"civic_stalwart",7.04484425349087,9.88064205415334,3724,"W","common",0,-0.160507306917006,-0.40395205912391,13100
"concordia_pegasus",8.42959504939746,9.41408016388386,9211,"W","common",0,-0.0953069132200883,-0.395282684180337,31155
"expose_to_daylight",11.3030485964383,6.04248089621973,6626,"W","common",0,-0.0910845826797636,-0.254087821216965,28883
"forbidding_spirit",2.95970900951315,3.39736936132342,1787,"W","uncommon",0,-0.153028538610118,-0.441359100630728,6879
"haazda_officer",8.18427872156637,9.61936700783113,3473,"W","common",0,-0.167307771826436,-0.389419709517629,13078
"hero_of_precinct_one",2.24360902255639,2.83288522057022,1995,"W","rare",0,-0.141466102254666,-0.355972333408541,5692
"impassioned_orator",6.09352678571429,7.71870809749681,4480,"W","common",0,-0.186064701407483,-0.432359711258313,15793
"justiciar's_portal",9.97417957687823,9.08195865973948,6003,"W","common",0,-0.100653199013068,-0.32540000319355,23323
"knight_of_sorrows",9.78299162575801,9.11389494852935,6926,"W","common",0,-0.154344300331509,-0.319487251848403,25556
"lumbering_battlement",1.01986754966887,0.019472830139029,906,"W","rare",0,-0.121563654504622,-0.358971790824176,3151
"ministrant_of_obligation",2.65315666406859,2.57884233477048,2566,"W","uncommon",0,-0.204172749936161,-0.402063060310188,8757
"prowling_caracal",10.9525356433857,6.67903210146371,5541,"W","common",0,-0.106787480393114,-0.281803361717559,23949
"rally_to_battle",8.80261160036441,11.4235340237585,3293,"W","uncommon",0,-0.106087479364598,-0.317525268292129,11206
"resolute_watchdog",8.68548387096774,11.6692764614851,4836,"W","uncommon",0,-0.106675094348023,-0.313717007320605,16438
"sentinel's_mark",4.15371024734982,5.13597268871714,1698,"W","uncommon",0,-0.120925194731864,-0.438050411985335,5702
"sky_tether",4.64849187935035,6.12895557553344,2586,"W","uncommon",0,-0.0998596661063463,-0.420005795716235,8220
"smothering_tithe",7.87526974536038,17.3159054624122,2317,"W","rare",0,-0.0633351676185635,-0.203651159056969,7571
"spirit_of_the_spires",3.81944043841938,4.7282866208395,3467,"W","uncommon",0,-0.116707644680958,-0.437629661582612,10346
"summary_judgment",2.19674134419552,1.52585496161041,2455,"W","common",0,-0.12488859474075,-0.447365784223371,11397
"syndicate_messenger",6.83893601424233,9.00076275944127,9549,"W","common",0,-0.159878722017157,-0.397413938918094,30413
"tenth_district_veteran",8.19437625530016,10.4511712300008,4481,"W","common",0,-0.135586367372729,-0.38579632647256,16166
"tithe_taker",2.49729364005413,3.25675857548053,1478,"W","rare",0,-0.160689177053517,-0.378058811145858,4886
"twilight_panther",10.4451154529307,9.62958093693705,11260,"W","common",0,-0.200713374941995,-0.245042182731344,41016
"unbreakable_formation",2.92693208430913,4.10801002583242,2135,"W","rare",0,-0.102897721087574,-0.3594559590615,6187
"watchful_giant",11.0966231555051,6.78933025412898,7048,"W","common",0,-0.0980915541598429,-0.271054989128681,29723
"arrester's_admonition",3.48400752587018,4.61004527557836,2126,"U","common",0,0.357720308879913,-0.284354580843396,10430
"benthic_biomancer",4.68219088225648,8.25944341256363,3049,"U","rare",0,0.345325790738076,-0.134725999182045,8530
"chillbringer",6.16251276813075,9.00801248068478,9790,"U","common",0,0.308685600237335,-0.239316248077842,31473
